order_id,created_at,email,customer_name,lineitem_name,lineitem_quantity,lineitem_price,lineitem_discount,lineitem_cost,shipping_price,total_price,financial_status
#ORD-1087,2025-04-11 00:00:00,cliente31@email.com,Cliente31,Guantes Running,2,16.99,0.0,3.0,0.0,33.98,refunded
#ORD-1088,2025-04-13 00:00:00,cliente65@email.com,Cliente65,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,paid
#ORD-1089,2025-03-15 00:00:00,cliente62@email.com,Cliente62,Pantalón Corto Sport,1,34.99,3.5,6.5,4.99,36.48,paid
#ORD-1089,2025-03-15 00:00:00,cliente62@email.com,Cliente62,Camiseta Dry-Fit Pro,2,29.99,4.5,5.0,0.0,50.98,paid
#ORD-1090,2025-02-24 00:00:00,cristina.molina@gmail.com,Cristina Molina,Gorra Trail Running,2,19.99,3.0,4.0,3.99,37.97,refunded
#ORD-1090,2025-02-24 00:00:00,cristina.molina@gmail.com,Cristina Molina,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,refunded
#ORD-1091,2025-02-12 00:00:00,cliente58@email.com,Cliente58,Pantalón Corto Sport,2,34.99,3.5,6.5,4.99,67.97,refunded
#ORD-1092,2025-01-29 00:00:00,carmen.romero@gmail.com,Carmen Romero,Pantalón Corto Sport,2,34.99,0.0,6.5,3.99,73.97,paid
#ORD-1092,2025-01-29 00:00:00,carmen.romero@gmail.com,Carmen Romero,Guantes Running,1,16.99,0.0,3.0,0.0,16.99,paid
#ORD-1093,2025-02-28 00:00:00,cliente48@email.com,Cliente48,Zapatillas Running X1,2,49.99,0.0,8.5,4.99,104.97,paid
#ORD-1094,2025-03-20 00:00:00,cliente55@email.com,Cliente55,Zapatillas Running X1,2,49.99,7.5,8.5,3.99,88.97,paid
#ORD-1094,2025-03-20 00:00:00,cliente55@email.com,Cliente55,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,4.99,34.98,paid
#ORD-1094,2025-03-20 00:00:00,cliente55@email.com,Cliente55,Camiseta Dry-Fit Pro,2,29.99,4.5,5.0,3.99,54.97,paid
#ORD-1095,2025-04-13 00:00:00,cliente36@email.com,Cliente36,Pack Calcetines x5,2,14.99,2.25,2.5,0.0,25.48,paid
#ORD-1095,2025-04-13 00:00:00,cliente36@email.com,Cliente36,Zapatillas Running X1,1,49.99,0.0,8.5,3.99,53.980000000000004,paid
#ORD-1095,2025-04-13 00:00:00,cliente36@email.com,Cliente36,Gorra Trail Running,1,19.99,0.0,4.0,0.0,19.99,refunded
#ORD-1096,2025-03-26 00:00:00,sofía.ruiz@gmail.com,Sofía Ruiz,Zapatillas Running X1,1,49.99,7.5,8.5,0.0,42.49,refunded
#ORD-1097,2025-01-23 00:00:00,cliente44@email.com,Cliente44,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,paid
#ORD-1098,2025-04-12 00:00:00,antonio.ramos@gmail.com,Antonio Ramos,Zapatillas Running X1,1,49.99,0.0,8.5,4.99,54.980000000000004,refunded
#ORD-1099,2025-01-15 00:00:00,cliente63@email.com,Cliente63,Guantes Running,2,16.99,0.0,3.0,0.0,33.98,paid
#ORD-1099,2025-01-15 00:00:00,cliente63@email.com,Cliente63,Gorra Trail Running,2,19.99,0.0,4.0,3.99,43.97,refunded
#ORD-1099,2025-01-15 00:00:00,cliente63@email.com,Cliente63,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,paid
#ORD-1100,2025-01-22 00:00:00,ana.garcía@gmail.com,Ana García,Botella Térmica 750ml,1,24.99,0.0,9.0,3.99,28.979999999999997,paid
#ORD-1101,2025-04-12 00:00:00,cliente42@email.com,Cliente42,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,paid
#ORD-1102,2025-03-18 00:00:00,cliente49@email.com,Cliente49,Pack Calcetines x5,2,14.99,0.0,2.5,4.99,34.97,paid
#ORD-1102,2025-03-18 00:00:00,cliente49@email.com,Cliente49,Pantalón Corto Sport,1,34.99,3.5,6.5,0.0,31.49,paid
#ORD-1102,2025-03-18 00:00:00,cliente49@email.com,Cliente49,Pantalón Corto Sport,2,34.99,3.5,6.5,3.99,66.97,paid
#ORD-1103,2025-01-25 00:00:00,cliente52@email.com,Cliente52,Gorra Trail Running,1,19.99,3.0,4.0,4.99,21.979999999999997,paid
#ORD-1104,2025-04-05 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Camiseta Dry-Fit Pro,1,29.99,3.0,5.0,4.99,31.979999999999997,paid
#ORD-1104,2025-04-05 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1105,2025-01-22 00:00:00,cliente22@email.com,Cliente22,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,3.99,33.98,paid
#ORD-1106,2025-02-18 00:00:00,cliente31@email.com,Cliente31,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,paid
#ORD-1107,2025-02-18 00:00:00,david.moreno@gmail.com,David Moreno,Guantes Running,2,16.99,2.55,3.0,4.99,33.87,paid
#ORD-1108,2025-02-16 00:00:00,cliente41@email.com,Cliente41,Guantes Running,1,16.99,1.7,3.0,4.99,20.28,paid
#ORD-1109,2025-01-19 00:00:00,cliente36@email.com,Cliente36,Zapatillas Running X1,2,49.99,7.5,8.5,0.0,84.98,paid
#ORD-1109,2025-01-19 00:00:00,cliente36@email.com,Cliente36,Guantes Running,2,16.99,0.0,3.0,0.0,33.98,paid
#ORD-1109,2025-01-19 00:00:00,cliente36@email.com,Cliente36,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,refunded
#ORD-1110,2025-02-24 00:00:00,cliente75@email.com,Cliente75,Zapatillas Running X1,2,49.99,7.5,8.5,0.0,84.98,paid
#ORD-1110,2025-02-24 00:00:00,cliente75@email.com,Cliente75,Guantes Running,1,16.99,0.0,3.0,4.99,21.979999999999997,paid
#ORD-1110,2025-02-24 00:00:00,cliente75@email.com,Cliente75,Gorra Trail Running,1,19.99,3.0,4.0,0.0,16.99,paid
#ORD-1111,2025-02-11 00:00:00,cliente32@email.com,Cliente32,Guantes Running,2,16.99,2.55,3.0,0.0,28.88,paid
#ORD-1111,2025-02-11 00:00:00,cliente32@email.com,Cliente32,Gorra Trail Running,2,19.99,2.0,4.0,4.99,40.97,paid
#ORD-1111,2025-02-11 00:00:00,cliente32@email.com,Cliente32,Zapatillas Running X1,2,49.99,0.0,8.5,3.99,103.97,paid
#ORD-1112,2025-01-21 00:00:00,cliente72@email.com,Cliente72,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1112,2025-01-21 00:00:00,cliente72@email.com,Cliente72,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,3.99,33.98,refunded
#ORD-1112,2025-01-21 00:00:00,cliente72@email.com,Cliente72,Mochila Trail 30L,1,59.99,0.0,12.0,4.99,64.98,paid
#ORD-1113,2025-03-28 00:00:00,cliente68@email.com,Cliente68,Pantalón Corto Sport,2,34.99,0.0,6.5,3.99,73.97,paid
#ORD-1114,2025-02-21 00:00:00,cliente28@email.com,Cliente28,Guantes Running,1,16.99,0.0,3.0,0.0,16.99,paid
#ORD-1114,2025-02-21 00:00:00,cliente28@email.com,Cliente28,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,0.0,59.98,paid
#ORD-1115,2025-02-17 00:00:00,cliente80@email.com,Cliente80,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,paid
#ORD-1116,2025-02-16 00:00:00,cliente57@email.com,Cliente57,Pantalón Corto Sport,2,34.99,0.0,6.5,4.99,74.97,paid
#ORD-1117,2025-03-03 00:00:00,cliente58@email.com,Cliente58,Pack Calcetines x5,2,14.99,1.5,2.5,0.0,26.98,paid
#ORD-1118,2025-02-06 00:00:00,cliente74@email.com,Cliente74,Guantes Running,2,16.99,1.7,3.0,4.99,35.57,paid
#ORD-1118,2025-02-06 00:00:00,cliente74@email.com,Cliente74,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,refunded
#ORD-1119,2025-03-17 00:00:00,cliente48@email.com,Cliente48,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,0.0,29.99,paid
#ORD-1119,2025-03-17 00:00:00,cliente48@email.com,Cliente48,Botella Térmica 750ml,2,24.99,3.75,9.0,0.0,42.48,refunded
#ORD-1119,2025-03-17 00:00:00,cliente48@email.com,Cliente48,Camiseta Dry-Fit Pro,1,29.99,3.0,5.0,3.99,30.979999999999997,paid
#ORD-1120,2025-04-12 00:00:00,cliente54@email.com,Cliente54,Pantalón Corto Sport,2,34.99,0.0,6.5,4.99,74.97,paid
#ORD-1121,2025-02-20 00:00:00,juan.rodríguez@gmail.com,Juan Rodríguez,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,0.0,59.98,paid
#ORD-1121,2025-02-20 00:00:00,juan.rodríguez@gmail.com,Juan Rodríguez,Botella Térmica 750ml,2,24.99,0.0,9.0,4.99,54.97,refunded
#ORD-1122,2025-02-27 00:00:00,elena.navarro@gmail.com,Elena Navarro,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,paid
#ORD-1123,2025-04-10 00:00:00,cliente31@email.com,Cliente31,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,4.99,34.98,refunded
#ORD-1123,2025-04-10 00:00:00,cliente31@email.com,Cliente31,Camiseta Dry-Fit Pro,1,29.99,3.0,5.0,0.0,26.99,paid
#ORD-1124,2025-02-18 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Pantalón Corto Sport,1,34.99,5.25,6.5,3.99,33.73,paid
#ORD-1124,2025-02-18 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Pantalón Corto Sport,1,34.99,0.0,6.5,3.99,38.980000000000004,paid
#ORD-1125,2025-03-20 00:00:00,cliente70@email.com,Cliente70,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,refunded
#ORD-1125,2025-03-20 00:00:00,cliente70@email.com,Cliente70,Gorra Trail Running,2,19.99,0.0,4.0,3.99,43.97,paid
#ORD-1125,2025-03-20 00:00:00,cliente70@email.com,Cliente70,Gorra Trail Running,1,19.99,0.0,4.0,3.99,23.979999999999997,paid
#ORD-1126,2025-03-02 00:00:00,pedro.jiménez@gmail.com,Pedro Jiménez,Gorra Trail Running,1,19.99,2.0,4.0,4.99,22.979999999999997,paid
#ORD-1126,2025-03-02 00:00:00,pedro.jiménez@gmail.com,Pedro Jiménez,Mochila Trail 30L,1,59.99,6.0,12.0,0.0,53.99,paid
#ORD-1127,2025-04-02 00:00:00,cliente26@email.com,Cliente26,Pack Calcetines x5,1,14.99,0.0,2.5,3.99,18.98,refunded
#ORD-1128,2025-01-17 00:00:00,cliente70@email.com,Cliente70,Botella Térmica 750ml,1,24.99,0.0,9.0,3.99,28.979999999999997,paid
#ORD-1128,2025-01-17 00:00:00,cliente70@email.com,Cliente70,Zapatillas Running X1,2,49.99,0.0,8.5,0.0,99.98,paid
#ORD-1129,2025-01-15 00:00:00,cliente56@email.com,Cliente56,Guantes Running,2,16.99,0.0,3.0,0.0,33.98,refunded
#ORD-1129,2025-01-15 00:00:00,cliente56@email.com,Cliente56,Guantes Running,2,16.99,2.55,3.0,3.99,32.87,paid
#ORD-1130,2025-01-19 00:00:00,cliente55@email.com,Cliente55,Pantalón Corto Sport,1,34.99,5.25,6.5,3.99,33.73,paid
#ORD-1131,2025-04-14 00:00:00,javier.alonso@gmail.com,Javier Alonso,Gorra Trail Running,2,19.99,0.0,4.0,4.99,44.97,refunded
#ORD-1132,2025-01-28 00:00:00,cliente22@email.com,Cliente22,Guantes Running,2,16.99,1.7,3.0,0.0,30.58,paid
#ORD-1132,2025-01-28 00:00:00,cliente22@email.com,Cliente22,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,refunded
#ORD-1132,2025-01-28 00:00:00,cliente22@email.com,Cliente22,Gorra Trail Running,1,19.99,0.0,4.0,0.0,19.99,refunded
#ORD-1133,2025-02-10 00:00:00,laura.sánchez@gmail.com,Laura Sánchez,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,3.99,33.98,refunded
#ORD-1134,2025-01-23 00:00:00,laura.sánchez@gmail.com,Laura Sánchez,Mochila Trail 30L,2,59.99,0.0,12.0,3.99,123.97,refunded
#ORD-1134,2025-01-23 00:00:00,laura.sánchez@gmail.com,Laura Sánchez,Camiseta Dry-Fit Pro,1,29.99,4.5,5.0,3.99,29.479999999999997,refunded
#ORD-1134,2025-01-23 00:00:00,laura.sánchez@gmail.com,Laura Sánchez,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,paid
#ORD-1135,2025-04-03 00:00:00,cliente64@email.com,Cliente64,Pantalón Corto Sport,1,34.99,0.0,6.5,3.99,38.980000000000004,refunded
#ORD-1135,2025-04-03 00:00:00,cliente64@email.com,Cliente64,Pack Calcetines x5,2,14.99,1.5,2.5,0.0,26.98,paid
#ORD-1135,2025-04-03 00:00:00,cliente64@email.com,Cliente64,Mochila Trail 30L,1,59.99,6.0,12.0,0.0,53.99,refunded
#ORD-1136,2025-01-29 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Gorra Trail Running,2,19.99,0.0,4.0,3.99,43.97,paid
#ORD-1136,2025-01-29 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Mochila Trail 30L,1,59.99,0.0,12.0,0.0,59.99,paid
#ORD-1136,2025-01-29 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Pack Calcetines x5,1,14.99,0.0,2.5,4.99,19.98,paid
#ORD-1137,2025-04-14 00:00:00,cliente47@email.com,Cliente47,Gorra Trail Running,2,19.99,3.0,4.0,0.0,33.98,paid
#ORD-1137,2025-04-14 00:00:00,cliente47@email.com,Cliente47,Camiseta Dry-Fit Pro,2,29.99,3.0,5.0,4.99,58.97,refunded
#ORD-1137,2025-04-14 00:00:00,cliente47@email.com,Cliente47,Pantalón Corto Sport,1,34.99,0.0,6.5,3.99,38.980000000000004,paid
#ORD-1138,2025-02-25 00:00:00,cliente58@email.com,Cliente58,Gorra Trail Running,1,19.99,3.0,4.0,0.0,16.99,paid
#ORD-1138,2025-02-25 00:00:00,cliente58@email.com,Cliente58,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,paid
#ORD-1139,2025-04-01 00:00:00,cliente22@email.com,Cliente22,Gorra Trail Running,1,19.99,0.0,4.0,3.99,23.979999999999997,paid
#ORD-1140,2025-02-06 00:00:00,cliente71@email.com,Cliente71,Mochila Trail 30L,2,59.99,9.0,12.0,0.0,101.98,paid
#ORD-1140,2025-02-06 00:00:00,cliente71@email.com,Cliente71,Mochila Trail 30L,1,59.99,9.0,12.0,3.99,54.980000000000004,paid
#ORD-1141,2025-03-07 00:00:00,juan.rodríguez@gmail.com,Juan Rodríguez,Zapatillas Running X1,2,49.99,0.0,8.5,4.99,104.97,paid
#ORD-1142,2025-01-18 00:00:00,cliente64@email.com,Cliente64,Botella Térmica 750ml,2,24.99,2.5,9.0,0.0,44.98,refunded
#ORD-1142,2025-01-18 00:00:00,cliente64@email.com,Cliente64,Botella Térmica 750ml,2,24.99,0.0,9.0,0.0,49.98,paid
#ORD-1142,2025-01-18 00:00:00,cliente64@email.com,Cliente64,Guantes Running,2,16.99,1.7,3.0,4.99,35.57,paid
#ORD-1143,2025-02-06 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Gorra Trail Running,2,19.99,2.0,4.0,0.0,35.98,paid
#ORD-1143,2025-02-06 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,4.99,64.97,paid
#ORD-1144,2025-01-29 00:00:00,cliente35@email.com,Cliente35,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,paid
#ORD-1144,2025-01-29 00:00:00,cliente35@email.com,Cliente35,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1145,2025-02-26 00:00:00,cliente74@email.com,Cliente74,Gorra Trail Running,1,19.99,0.0,4.0,4.99,24.979999999999997,refunded
#ORD-1145,2025-02-26 00:00:00,cliente74@email.com,Cliente74,Guantes Running,2,16.99,1.7,3.0,0.0,30.58,paid
#ORD-1145,2025-02-26 00:00:00,cliente74@email.com,Cliente74,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1146,2025-02-12 00:00:00,isabel.fernández@gmail.com,Isabel Fernández,Botella Térmica 750ml,2,24.99,3.75,9.0,4.99,47.47,paid
#ORD-1147,2025-02-19 00:00:00,cliente69@email.com,Cliente69,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,3.99,63.97,paid
#ORD-1148,2025-01-27 00:00:00,cliente52@email.com,Cliente52,Zapatillas Running X1,2,49.99,0.0,8.5,0.0,99.98,paid
#ORD-1148,2025-01-27 00:00:00,cliente52@email.com,Cliente52,Botella Térmica 750ml,1,24.99,2.5,9.0,4.99,27.479999999999997,paid
#ORD-1149,2025-02-15 00:00:00,cliente80@email.com,Cliente80,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,4.99,34.98,paid
#ORD-1149,2025-02-15 00:00:00,cliente80@email.com,Cliente80,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,refunded
#ORD-1149,2025-02-15 00:00:00,cliente80@email.com,Cliente80,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,paid
#ORD-1150,2025-03-26 00:00:00,cliente61@email.com,Cliente61,Guantes Running,1,16.99,2.55,3.0,0.0,14.44,paid
#ORD-1150,2025-03-26 00:00:00,cliente61@email.com,Cliente61,Gorra Trail Running,1,19.99,2.0,4.0,3.99,21.979999999999997,paid
#ORD-1150,2025-03-26 00:00:00,cliente61@email.com,Cliente61,Guantes Running,2,16.99,1.7,3.0,0.0,30.58,paid
#ORD-1151,2025-03-14 00:00:00,patricia.gil@gmail.com,Patricia Gil,Botella Térmica 750ml,1,24.99,3.75,9.0,4.99,26.229999999999997,paid
#ORD-1151,2025-03-14 00:00:00,patricia.gil@gmail.com,Patricia Gil,Pack Calcetines x5,1,14.99,2.25,2.5,4.99,17.73,paid
#ORD-1152,2025-04-10 00:00:00,cliente80@email.com,Cliente80,Mochila Trail 30L,1,59.99,0.0,12.0,0.0,59.99,paid
#ORD-1152,2025-04-10 00:00:00,cliente80@email.com,Cliente80,Zapatillas Running X1,2,49.99,0.0,8.5,4.99,104.97,paid
#ORD-1153,2025-02-11 00:00:00,cliente53@email.com,Cliente53,Pack Calcetines x5,2,14.99,2.25,2.5,4.99,30.47,paid
#ORD-1153,2025-02-11 00:00:00,cliente53@email.com,Cliente53,Mochila Trail 30L,1,59.99,9.0,12.0,3.99,54.980000000000004,refunded
#ORD-1153,2025-02-11 00:00:00,cliente53@email.com,Cliente53,Pantalón Corto Sport,2,34.99,0.0,6.5,4.99,74.97,paid
#ORD-1154,2025-03-21 00:00:00,cliente34@email.com,Cliente34,Guantes Running,1,16.99,0.0,3.0,3.99,20.979999999999997,paid
#ORD-1154,2025-03-21 00:00:00,cliente34@email.com,Cliente34,Pack Calcetines x5,2,14.99,0.0,2.5,0.0,29.98,refunded
#ORD-1154,2025-03-21 00:00:00,cliente34@email.com,Cliente34,Gorra Trail Running,2,19.99,0.0,4.0,3.99,43.97,paid
#ORD-1155,2025-02-25 00:00:00,roberto.vega@gmail.com,Roberto Vega,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1155,2025-02-25 00:00:00,roberto.vega@gmail.com,Roberto Vega,Zapatillas Running X1,2,49.99,0.0,8.5,3.99,103.97,refunded
#ORD-1155,2025-02-25 00:00:00,roberto.vega@gmail.com,Roberto Vega,Botella Térmica 750ml,2,24.99,0.0,9.0,0.0,49.98,paid
#ORD-1156,2025-02-28 00:00:00,cliente35@email.com,Cliente35,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,0.0,29.99,paid
#ORD-1157,2025-03-17 00:00:00,cliente30@email.com,Cliente30,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,4.99,64.97,paid
#ORD-1158,2025-03-12 00:00:00,fernando.ortega@gmail.com,Fernando Ortega,Mochila Trail 30L,2,59.99,6.0,12.0,4.99,112.97,paid
#ORD-1159,2025-01-20 00:00:00,cliente37@email.com,Cliente37,Botella Térmica 750ml,1,24.99,0.0,9.0,0.0,24.99,paid
#ORD-1159,2025-01-20 00:00:00,cliente37@email.com,Cliente37,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,refunded
#ORD-1160,2025-02-11 00:00:00,cliente64@email.com,Cliente64,Botella Térmica 750ml,1,24.99,0.0,9.0,3.99,28.979999999999997,paid
#ORD-1161,2025-02-11 00:00:00,cliente43@email.com,Cliente43,Guantes Running,2,16.99,0.0,3.0,4.99,38.97,paid
#ORD-1161,2025-02-11 00:00:00,cliente43@email.com,Cliente43,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,refunded
#ORD-1162,2025-02-27 00:00:00,cliente24@email.com,Cliente24,Gorra Trail Running,2,19.99,3.0,4.0,0.0,33.98,paid
#ORD-1163,2025-04-08 00:00:00,cliente79@email.com,Cliente79,Pantalón Corto Sport,2,34.99,5.25,6.5,3.99,63.47,paid
#ORD-1163,2025-04-08 00:00:00,cliente79@email.com,Cliente79,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,refunded
#ORD-1163,2025-04-08 00:00:00,cliente79@email.com,Cliente79,Gorra Trail Running,1,19.99,0.0,4.0,3.99,23.979999999999997,refunded
#ORD-1164,2025-02-20 00:00:00,cliente35@email.com,Cliente35,Botella Térmica 750ml,1,24.99,0.0,9.0,3.99,28.979999999999997,paid
#ORD-1164,2025-02-20 00:00:00,cliente35@email.com,Cliente35,Zapatillas Running X1,1,49.99,5.0,8.5,3.99,48.980000000000004,paid
#ORD-1165,2025-04-13 00:00:00,cliente52@email.com,Cliente52,Botella Térmica 750ml,1,24.99,0.0,9.0,3.99,28.979999999999997,paid
#ORD-1165,2025-04-13 00:00:00,cliente52@email.com,Cliente52,Pack Calcetines x5,1,14.99,1.5,2.5,0.0,13.49,refunded
#ORD-1165,2025-04-13 00:00:00,cliente52@email.com,Cliente52,Gorra Trail Running,2,19.99,3.0,4.0,4.99,38.97,paid
#ORD-1166,2025-03-17 00:00:00,cliente32@email.com,Cliente32,Camiseta Dry-Fit Pro,2,29.99,4.5,5.0,3.99,54.97,paid
#ORD-1166,2025-03-17 00:00:00,cliente32@email.com,Cliente32,Camiseta Dry-Fit Pro,1,29.99,4.5,5.0,0.0,25.49,paid
#ORD-1166,2025-03-17 00:00:00,cliente32@email.com,Cliente32,Mochila Trail 30L,2,59.99,9.0,12.0,4.99,106.97,paid
#ORD-1167,2025-01-15 00:00:00,cliente27@email.com,Cliente27,Guantes Running,1,16.99,2.55,3.0,4.99,19.43,paid
#ORD-1167,2025-01-15 00:00:00,cliente27@email.com,Cliente27,Guantes Running,1,16.99,2.55,3.0,4.99,19.43,refunded
#ORD-1167,2025-01-15 00:00:00,cliente27@email.com,Cliente27,Zapatillas Running X1,2,49.99,0.0,8.5,0.0,99.98,refunded
#ORD-1168,2025-02-10 00:00:00,cliente33@email.com,Cliente33,Pack Calcetines x5,1,14.99,0.0,2.5,4.99,19.98,paid
#ORD-1169,2025-03-17 00:00:00,sofía.ruiz@gmail.com,Sofía Ruiz,Zapatillas Running X1,1,49.99,5.0,8.5,0.0,44.99,paid
#ORD-1169,2025-03-17 00:00:00,sofía.ruiz@gmail.com,Sofía Ruiz,Pantalón Corto Sport,1,34.99,0.0,6.5,4.99,39.980000000000004,paid
#ORD-1169,2025-03-17 00:00:00,sofía.ruiz@gmail.com,Sofía Ruiz,Pantalón Corto Sport,2,34.99,3.5,6.5,4.99,67.97,paid
#ORD-1170,2025-04-01 00:00:00,cliente70@email.com,Cliente70,Gorra Trail Running,1,19.99,0.0,4.0,4.99,24.979999999999997,paid
#ORD-1171,2025-01-17 00:00:00,cliente29@email.com,Cliente29,Zapatillas Running X1,2,49.99,5.0,8.5,4.99,94.97,refunded
#ORD-1172,2025-03-25 00:00:00,cliente30@email.com,Cliente30,Guantes Running,2,16.99,0.0,3.0,3.99,37.97,paid
#ORD-1173,2025-03-27 00:00:00,patricia.gil@gmail.com,Patricia Gil,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,paid
#ORD-1174,2025-02-10 00:00:00,carmen.romero@gmail.com,Carmen Romero,Zapatillas Running X1,2,49.99,7.5,8.5,0.0,84.98,paid
#ORD-1174,2025-02-10 00:00:00,carmen.romero@gmail.com,Carmen Romero,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,paid
#ORD-1174,2025-02-10 00:00:00,carmen.romero@gmail.com,Carmen Romero,Zapatillas Running X1,1,49.99,7.5,8.5,3.99,46.480000000000004,paid
#ORD-1175,2025-01-23 00:00:00,cliente74@email.com,Cliente74,Gorra Trail Running,1,19.99,0.0,4.0,0.0,19.99,paid
#ORD-1175,2025-01-23 00:00:00,cliente74@email.com,Cliente74,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1176,2025-03-17 00:00:00,cliente55@email.com,Cliente55,Guantes Running,1,16.99,0.0,3.0,4.99,21.979999999999997,paid
#ORD-1176,2025-03-17 00:00:00,cliente55@email.com,Cliente55,Pantalón Corto Sport,2,34.99,0.0,6.5,3.99,73.97,refunded
#ORD-1176,2025-03-17 00:00:00,cliente55@email.com,Cliente55,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,paid
#ORD-1177,2025-02-20 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,refunded
#ORD-1177,2025-02-20 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,paid
#ORD-1178,2025-03-06 00:00:00,cliente48@email.com,Cliente48,Pack Calcetines x5,1,14.99,0.0,2.5,4.99,19.98,paid
#ORD-1179,2025-02-27 00:00:00,cliente25@email.com,Cliente25,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,paid
#ORD-1179,2025-02-27 00:00:00,cliente25@email.com,Cliente25,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,refunded
#ORD-1179,2025-02-27 00:00:00,cliente25@email.com,Cliente25,Pack Calcetines x5,1,14.99,1.5,2.5,0.0,13.49,paid
#ORD-1180,2025-02-07 00:00:00,cliente49@email.com,Cliente49,Gorra Trail Running,2,19.99,0.0,4.0,3.99,43.97,refunded
#ORD-1180,2025-02-07 00:00:00,cliente49@email.com,Cliente49,Guantes Running,1,16.99,1.7,3.0,3.99,19.28,paid
#ORD-1181,2025-04-03 00:00:00,cliente53@email.com,Cliente53,Pack Calcetines x5,1,14.99,0.0,2.5,3.99,18.98,refunded
#ORD-1182,2025-03-28 00:00:00,cliente26@email.com,Cliente26,Pack Calcetines x5,2,14.99,2.25,2.5,0.0,25.48,refunded
#ORD-1182,2025-03-28 00:00:00,cliente26@email.com,Cliente26,Gorra Trail Running,2,19.99,2.0,4.0,4.99,40.97,refunded
#ORD-1183,2025-02-15 00:00:00,cliente22@email.com,Cliente22,Gorra Trail Running,1,19.99,0.0,4.0,4.99,24.979999999999997,paid
#ORD-1183,2025-02-15 00:00:00,cliente22@email.com,Cliente22,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,paid
#ORD-1183,2025-02-15 00:00:00,cliente22@email.com,Cliente22,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,paid
